eta,attack,drift,shots,p_conventional_secure,p_uvif_stable,finite_key_margin_mean,uvif_score_mean,resource_force_mean,n_eff_mean
0.0695,0.15,0.005,2000,0.85,0.0,0.04669231090231233,0.16322681183885254,1.273314464901578,1935.0
0.073,0.15,0.005,2000,0.65,0.0,0.024015124098559115,0.15633858861497893,1.273314464901578,1935.0
0.0765,0.15,0.005,2000,0.4875,0.0,-0.001573920299906525,0.14870800747288498,1.273314464901578,1935.0
0.08,0.15,0.005,2000,0.25,0.0,-0.025931228976530468,0.14167392937248707,1.273314464901578,1935.0
0.08349999999999999,0.15,0.005,2000,0.175,0.0,-0.03132706834736339,0.1400636345984565,1.273314464901578,1935.0
0.087,0.15,0.005,2000,0.0875,0.0,-0.05233159056058893,0.13416543277073534,1.273314464901578,1935.0
0.0905,0.15,0.005,2000,0.0125,0.0,-0.08174592322930785,0.12616656761544634,1.273314464901578,1935.0
0.094,0.15,0.005,2000,0.0,0.0,-0.10365183847575295,0.12040421809616804,1.273314464901578,1935.0
0.0975,0.15,0.005,2000,0.0,0.0,-0.1261763533100726,0.11468320249415906,1.273314464901578,1935.0
0.10099999999999999,0.15,0.005,2000,0.0,0.0,-0.14331140125643504,0.11044637344111816,1.273314464901578,1935.0
0.1045,0.15,0.005,2000,0.0,0.0,-0.1666197145885215,0.10482985430119762,1.273314464901578,1935.0
0.108,0.15,0.005,2000,0.0,0.0,-0.18499731415607462,0.1004637170358142,1.273314464901578,1935.0
0.1115,0.15,0.005,2000,0.0,0.0,-0.20511010587294623,0.09596428443082361,1.273314464901578,1935.0
0.11499999999999999,0.15,0.005,2000,0.0,0.0,-0.2138331425938204,0.09393735755077424,1.273314464901578,1935.0
0.1185,0.15,0.005,2000,0.0,0.0,-0.23713929937457395,0.08902687250424043,1.273314464901578,1935.0
0.122,0.15,0.005,2000,0.0,0.0,-0.2574746791297094,0.08474871795303285,1.273314464901578,1935.0
0.1255,0.15,0.005,2000,0.0,0.0,-0.2658943727434366,0.08305559232122424,1.273314464901578,1935.0
0.129,0.15,0.005,2000,0.0,0.0,-0.2887206188815074,0.07863504925910869,1.273314464901578,1935.0
0.1325,0.15,0.005,2000,0.0,0.0,-0.3098784753174944,0.07456253931111675,1.273314464901578,1935.0
0.136,0.15,0.005,2000,0.0,0.0,-0.3247831860583231,0.07187311530816609,1.273314464901578,1935.0
0.1395,0.15,0.005,2000,0.0,0.0,-0.3434532402344984,0.06844820971387779,1.273314464901578,1935.0
0.14300000000000002,0.15,0.005,2000,0.0,0.0,-0.363288605979751,0.06505749372462818,1.273314464901578,1935.0
0.14650000000000002,0.15,0.005,2000,0.0,0.0,-0.37852198135351933,0.06251956105514847,1.273314464901578,1935.0
0.15000000000000002,0.15,0.005,2000,0.0,0.0,-0.38420526360926655,0.061582858673474836,1.273314464901578,1935.0
0.15350000000000003,0.15,0.005,2000,0.0,0.0,-0.4061558011985616,0.05810160460504401,1.273314464901578,1935.0
0.157,0.15,0.005,2000,0.0,0.0,-0.4246075433206025,0.05531168636859011,1.273314464901578,1935.0
0.1605,0.15,0.005,2000,0.0,0.0,-0.4408598891819585,0.05287540492979368,1.273314464901578,1935.0
0.164,0.15,0.005,2000,0.0,0.0,-0.45028117029328596,0.051511117371087066,1.273314464901578,1935.0
0.1675,0.15,0.005,2000,0.0,0.0,-0.48111993810016207,0.04723805060345308,1.273314464901578,1935.0
0.171,0.15,0.005,2000,0.0,0.0,-0.47891810656430633,0.047585555910677195,1.273314464901578,1935.0
0.17450000000000002,0.15,0.005,2000,0.0,0.0,-0.4938391960909033,0.04555674417712581,1.273314464901578,1935.0
