eta,attack,drift,shots,qber_obs_mean,qber_obs_sd,n_eff_mean,finite_key_margin_mean,finite_key_margin_sd,psi_mean,p_conventional_secure,p_conventional_transition,p_conventional_insecure,uvif_energy_mean,uvif_energy_sd,uvif_score_mean,p_uvif_stable,p_uvif_transition,p_uvif_unstable,risk_force_mean,uncertainty_force_mean,complexity_force_mean,resource_force_mean,leakage_force_mean,stability_reward_mean,dp_conventional_secure_deta,dp_uvif_stable_deta,d_uvif_score_deta,profile
0.045000000000000005,0.1,0.005,10000,0.06467895545314901,0.002703516373634524,9765.0,0.27562078967830056,0.02080334521561202,2.505643542530005,1.0,0.0,0.0,0.47297000906962483,0.04178573818625401,0.38396127002434816,0.0,0.66,0.34,0.5879905041195364,0.019771347116890124,0.004131141460738892,0.011961234531527198,0.11800921658986177,0.26874086102582717,0.0,0.0,-3.712713382162569,"a=0.10, d=0.005"
0.0485,0.1,0.005,10000,0.06802662570404505,0.002792105546785123,9765.0,0.25008287369701254,0.021083063057197027,2.273480669972841,1.0,0.0,0.0,0.5246528596217235,0.04301833241224252,0.3718198063273553,0.0,0.2,0.8,0.6184238700367733,0.02046882495317695,0.004171078759827115,0.011961234531527198,0.12051996927803378,0.24489534199364596,0.0,0.0,-3.745406033349873,"a=0.10, d=0.005"
0.052000000000000005,0.1,0.005,10000,0.07197644649257554,0.0027019203942259453,9765.0,0.22058242791599664,0.019949474157549916,2.0052947992363332,1.0,0.0,0.0,0.585414161888337,0.041511711016431585,0.357743427790899,0.0,0.0,1.0,0.6543313317506865,0.021273786484052856,0.0041743136434439915,0.011961234531527198,0.12348233486943165,0.2169914344030121,0.0,0.0,-3.676151122815803,"a=0.10, d=0.005"
0.0555,0.1,0.005,10000,0.07531387608806964,0.002772010426810488,9765.0,0.19620077239569525,0.020100703399893186,1.7836433854154115,1.0,0.0,0.0,0.6365582009233279,0.04240832824226181,0.34608674846764464,0.0,0.0,1.0,0.6846716008006329,0.021938466382800725,0.004178982684105297,0.011961234531527198,0.1259854070660522,0.19364623182190888,0.0,0.0,-3.3872487685342776,"a=0.10, d=0.005"
0.059000000000000004,0.1,0.005,10000,0.07883563748079878,0.0028269431071247055,9765.0,0.17096941788841602,0.020004832253026086,1.5542674353492365,1.0,0.0,0.0,0.6903083129120767,0.04309635769099165,0.3340326864111591,0.0,0.0,1.0,0.716687613461807,0.022625784599344948,0.004160053623746513,0.011961234531527198,0.12862672811059905,0.16925839424269307,0.0,0.0,-3.4186371154598447,"a=0.10, d=0.005"
0.0625,0.1,0.005,10000,0.08238197644649257,0.002849945757745236,9765.0,0.14605853381428455,0.019848624349426393,1.3278048528571325,1.0,0.0,0.0,0.7442086434075557,0.043250816042189236,0.32215628865942575,0.0,0.0,1.0,0.748927058604478,0.023303865688897175,0.004149183493900907,0.011961234531527198,0.13128648233486945,0.1449729244323197,0.0,0.0,-3.3701241474133496,"a=0.10, d=0.005"
0.066,0.1,0.005,10000,0.08596108550947261,0.0027565199861471898,9765.0,0.12139139235553761,0.018783604323294248,1.1035581123230696,1.0,0.0,0.0,0.7983804960951005,0.04164250619903179,0.3104418173792656,0.0,0.0,1.0,0.7814644137224782,0.023974852951343606,0.004180216729556097,0.011961234531527198,0.13397081413210443,0.12075732880924211,0.0,0.0,-3.12065948484733,"a=0.10, d=0.005"
0.0695,0.1,0.005,10000,0.0891336405529954,0.0027136378386615275,9765.0,0.09992601352634609,0.018224284716857518,0.9084183047849642,1.0,0.0,0.0,0.8461421310919488,0.04076623253525024,0.30031167226549443,0.0,0.0,1.0,0.8103058232090491,0.024558372414794923,0.004135023041474655,0.011961234531527198,0.13635023041474656,0.09956195069848156,0.0,0.0,-3.1597879698127116,"a=0.10, d=0.005"
0.073,0.1,0.005,10000,0.09299334357398874,0.003134852538538498,9765.0,0.07433909482311284,0.020580402371083578,0.6758099529373893,1.0,0.0,0.0,0.9040021915169675,0.04687197746219129,0.2883233015905767,0.0,0.0,1.0,0.8453940324908067,0.02525346549219099,0.0042613869570798475,0.011961234531527198,0.13924500768049158,0.07417187276040965,-1.4285714285714164,0.0,-3.3322750496574614,"a=0.10, d=0.005"
0.0765,0.1,0.005,10000,0.09674859190988222,0.0030982010969797086,9765.0,0.04988896502919865,0.019936051508467632,0.45353604571998773,0.99,0.01,0.0,0.9599321850291507,0.046072785815916006,0.27698574691789224,0.0,0.0,1.0,0.879532653726202,0.025917297492039745,0.004235146488116861,0.011961234531527198,0.14206144393241169,0.049828594105176906,-8.571428571428584,0.0,-2.692240391375435,"a=0.10, d=0.005"
